Instance,Makespan,Time
0,1814.75,2.876725673675537
1,1737.0,1.7050528526306152
2,1798.5,1.8946220874786377
3,1646.75,1.7302885055541992
4,1746.75,1.7935445308685303
5,1747.0,1.6862409114837646
6,1568.0,1.701688528060913
7,1657.25,1.8774793148040771
8,1941.75,1.6967897415161133
9,1884.0,1.8036601543426514
10,1500.5,1.613884687423706
11,1670.5,1.8410584926605225
12,1841.0,2.2363522052764893
13,1655.75,2.3119187355041504
14,1806.5,2.2078335285186768
15,1697.25,2.095743179321289
16,1908.25,1.9581003189086914
17,1887.0,2.0026018619537354
18,1891.5,1.9544057846069336
19,1679.5,1.8083558082580566
20,1735.25,1.4745547771453857
21,1850.0,1.399616003036499
22,1782.5,1.5525875091552734
23,1816.5,1.7457797527313232
24,2014.75,1.838132381439209
25,1807.5,1.9241621494293213
26,1755.5,2.1284282207489014
27,1573.5,2.14663028717041
28,1698.5,1.9095420837402344
29,1887.25,1.852536678314209
30,1827.75,2.258075714111328
31,1803.25,2.105534791946411
32,1813.75,2.038297653198242
33,1859.75,2.141718864440918
34,1941.25,2.2683515548706055
35,1698.25,1.9232730865478516
36,1959.0,1.579751968383789
37,1674.75,1.5157325267791748
38,1754.5,2.1191394329071045
39,1665.25,2.2374444007873535
40,1750.0,2.181488513946533
41,1998.75,2.414701461791992
42,1600.75,2.219630718231201
43,1809.75,2.017768383026123
44,1986.75,1.8384525775909424
45,1778.75,2.2684080600738525
46,1745.5,2.1876842975616455
47,1609.75,2.3097431659698486
48,1638.5,2.2601139545440674
49,1893.5,2.12166690826416
