Instance,Makespan,Time
0,3600.0,7.7588653564453125
1,3679.5,7.861677646636963
2,3521.25,6.635169982910156
3,3567.5,12.307679176330566
4,3742.25,9.797756433486938
5,3666.75,9.186076164245605
6,3772.75,11.606235980987549
7,3698.0,11.034393548965454
8,3524.5,12.152287244796753
9,3653.25,9.88082218170166
10,3551.5,9.084258317947388
11,3647.5,9.523538589477539
12,3617.0,9.52729082107544
13,3923.75,9.369346857070923
14,3829.5,9.384376049041748
15,3419.0,8.365331888198853
16,3723.5,7.89812970161438
17,3688.25,7.309942245483398
18,3691.5,7.518941640853882
19,3726.0,7.44589900970459
20,3606.25,8.000042915344238
21,3631.0,7.789287567138672
22,3537.0,7.593722581863403
23,3720.0,8.152298927307129
24,3824.5,8.30123233795166
25,3457.75,8.455013036727905
26,3695.0,8.59104585647583
27,3647.5,8.273518323898315
28,3694.25,8.139719486236572
29,3473.25,8.357738971710205
30,3635.0,8.554094552993774
31,3503.75,8.346139907836914
32,3773.25,9.148281335830688
33,3657.0,8.496663093566895
34,3778.5,9.337592840194702
35,3620.75,9.065342426300049
36,3642.75,8.151789665222168
37,3350.0,9.089248657226562
38,3773.0,9.064980030059814
39,3514.0,9.095351219177246
40,3439.0,9.764149188995361
41,3681.25,9.272735118865967
42,3727.0,10.07866883277893
43,3671.25,9.541686296463013
44,3766.0,8.85604977607727
45,3740.25,8.530862808227539
46,3547.0,9.570780038833618
47,3616.0,9.624971151351929
48,3688.75,9.099839210510254
49,3589.75,9.130082130432129
