Instance,Makespan,Time
0,655.5,1.4055769443511963
1,894.5,0.3514368534088135
2,787.0,0.3481593132019043
3,904.75,0.35147619247436523
4,790.25,0.34832048416137695
5,770.0,0.352524995803833
6,760.0,0.3540384769439697
7,735.5,0.3497049808502197
8,689.5,0.34727954864501953
9,769.75,0.35378026962280273
10,773.0,0.35263609886169434
11,696.25,0.3451502323150635
12,662.25,0.3478829860687256
13,854.25,0.34623169898986816
14,627.5,0.34932661056518555
15,684.75,0.34899473190307617
16,733.0,0.34395599365234375
17,789.0,0.3475341796875
18,765.75,0.34416794776916504
19,721.5,0.3539888858795166
20,759.25,0.3521921634674072
21,1034.25,0.34662604331970215
22,793.0,0.34636807441711426
23,702.0,0.34627795219421387
24,723.5,0.34229445457458496
25,864.75,0.35354137420654297
26,818.75,0.35142970085144043
27,807.0,0.34656238555908203
28,754.5,0.34847116470336914
29,882.25,0.34328508377075195
30,746.0,0.35291266441345215
31,685.5,0.3611905574798584
32,765.0,0.3596181869506836
33,651.25,0.36489033699035645
34,663.0,0.36147618293762207
35,620.75,0.3645501136779785
36,692.75,0.36153602600097656
37,859.0,0.35901308059692383
38,719.5,0.3548252582550049
39,683.5,0.35305047035217285
40,720.25,0.35550737380981445
41,752.25,0.35515785217285156
42,738.25,0.3510420322418213
43,888.75,0.3518381118774414
44,773.5,0.3773152828216553
45,592.25,0.3760390281677246
46,897.75,0.37972426414489746
47,701.0,0.3837890625
48,740.75,0.37860584259033203
49,948.25,0.3835170269012451
