Instance,Makespan,Time
0,6893.25,16.571244955062866
1,6736.0,16.532273530960083
2,7090.25,16.565641403198242
3,6913.75,16.838814735412598
4,6998.5,19.153095722198486
5,7079.25,19.088703632354736
6,6904.0,16.5377094745636
7,7024.75,16.541576385498047
8,6967.5,16.534812688827515
9,6948.25,19.252421855926514
10,6812.75,19.175730228424072
11,6885.75,19.17171835899353
12,6793.25,19.146498441696167
13,6743.25,16.88469934463501
14,6641.5,16.781525135040283
15,6808.75,16.908583641052246
16,6947.75,16.8157479763031
17,6711.75,19.24124026298523
18,6979.0,19.325650691986084
19,6870.25,19.30429458618164
20,6750.0,14.852980375289917
21,7001.25,14.850701808929443
22,6780.75,14.808457851409912
23,7052.75,14.660403728485107
24,6950.25,14.692991733551025
25,6754.5,14.683144092559814
26,6675.25,14.68496036529541
27,6860.5,14.694234848022461
28,6778.5,14.672552585601807
29,7131.75,14.673150300979614
30,6897.5,14.6695396900177
31,6783.5,14.663207530975342
32,6788.75,14.672087907791138
33,6605.0,14.670918464660645
34,6805.25,14.693150281906128
35,6758.25,14.673168182373047
36,6837.75,14.671676635742188
37,6856.25,14.672504186630249
38,6917.25,14.663654565811157
39,6748.5,14.67011022567749
40,6696.25,14.67313528060913
41,6742.75,14.863364458084106
42,6666.5,14.850536823272705
43,6833.75,14.852732181549072
44,6913.75,14.851175308227539
45,6851.25,14.841987133026123
46,6860.5,14.669812202453613
47,6669.5,14.670652151107788
48,6717.25,14.673903942108154
49,7002.75,14.662625074386597
