Instance,Makespan,Time
0,6974.5,38.558661460876465
1,6890.25,38.01543116569519
2,7258.75,37.97169232368469
3,6998.5,37.99466276168823
4,6921.0,38.00993752479553
5,7578.0,37.99639320373535
6,6999.25,37.98238277435303
7,7060.25,38.01664638519287
8,6991.5,38.02089214324951
9,7086.0,37.94274878501892
10,6965.5,38.07533931732178
11,6888.25,38.04088377952576
12,6903.25,38.04425644874573
13,6834.0,38.01320719718933
14,7034.75,38.035701513290405
15,6884.5,37.983136892318726
16,7048.5,37.95152139663696
17,7235.5,38.00231981277466
18,7009.0,38.058525800704956
19,7026.5,38.000415325164795
20,6809.25,38.006765842437744
21,6851.5,38.010722637176514
22,6755.0,38.11656880378723
23,6864.75,38.01029419898987
24,6997.25,38.01564979553223
25,6538.5,38.000341176986694
26,6900.0,38.04161310195923
27,7108.75,37.97933745384216
28,6996.0,38.05029916763306
29,7151.25,38.04229116439819
30,7094.5,38.009050369262695
31,7021.5,37.96977472305298
32,6771.0,38.04933786392212
33,6975.75,37.98938584327698
34,6759.0,38.0076425075531
35,7154.75,38.02139902114868
36,7257.0,38.0253746509552
37,6828.75,37.97939586639404
38,6940.0,38.068347454071045
39,6838.75,37.98463273048401
40,6894.25,37.93637681007385
41,6543.0,37.96522831916809
42,6934.75,38.010289907455444
43,6688.25,37.92953443527222
44,6881.75,38.05576801300049
45,7095.0,37.969128370285034
46,6980.5,38.03325605392456
47,6648.5,37.99423027038574
48,6834.0,38.01966905593872
49,7082.0,37.94262957572937
