Instance,Makespan,Time
0,7931.5,3.8277571201324463
1,7453.5,2.4121785163879395
2,5798.25,2.381072998046875
3,6017.0,2.414628267288208
4,6120.0,2.434551954269409
5,7239.25,2.4330430030822754
6,7736.0,2.413804769515991
7,5446.25,2.5052027702331543
8,5978.5,2.5398504734039307
9,6697.75,2.5552163124084473
10,6917.25,2.519036293029785
11,6342.25,2.7111384868621826
12,6005.0,2.8082234859466553
13,5492.5,2.9016096591949463
14,7115.5,2.4999821186065674
15,6949.5,2.2655999660491943
16,6174.5,2.0847039222717285
17,6039.5,2.1009440422058105
18,7715.0,2.097921848297119
19,7073.5,2.1162221431732178
20,7174.75,2.0747294425964355
21,5933.75,2.063114643096924
22,6933.75,2.0795347690582275
23,6142.25,2.070904493331909
24,5738.0,2.0876646041870117
25,5892.5,2.054905652999878
26,6882.5,2.0605061054229736
27,6728.0,2.0613114833831787
28,5372.75,2.1867034435272217
29,7317.75,2.493847370147705
30,8308.0,3.05641508102417
31,5194.75,3.1292033195495605
32,5279.75,3.157158374786377
33,6239.25,3.183917284011841
34,7557.5,3.194474458694458
35,5408.5,3.1063649654388428
36,5555.0,3.110788345336914
37,6999.5,3.1249194145202637
38,4984.5,3.217111110687256
39,6096.0,3.231421947479248
40,6096.25,3.2093491554260254
41,6585.25,3.2098660469055176
42,6849.75,3.2611656188964844
43,6798.5,3.2392570972442627
44,4680.5,3.066572427749634
45,5826.5,3.130234479904175
46,6910.0,3.2214460372924805
47,5193.75,3.1984879970550537
48,7492.5,3.1945111751556396
49,6288.5,3.211238384246826
