Instance,spt,spt_time,mwkr,mwkr_time,mor,mor_time,lpt,lpt_time,lifo,lifo_time,lor,lor_time,fifo,fifo_time
0,10079.0,0.03875088691711426,16936.25,0.1858997344970703,14738.25,0.19550323486328125,10027.75,0.0390779972076416,15310.75,0.03872966766357422,15935.25,0.15532970428466797,3556.25,0.04647660255432129
1,7975.75,0.039726972579956055,15417.25,0.1919264793395996,13588.25,0.15134382247924805,10113.75,0.03821587562561035,15903.25,0.03858041763305664,17357.0,0.15154600143432617,3735.5,0.0461428165435791
2,8630.75,0.03899669647216797,14196.5,0.1839909553527832,16195.5,0.15605998039245605,11313.75,0.03796219825744629,15361.25,0.03761100769042969,17289.0,0.15200257301330566,3450.5,0.046030521392822266
3,9853.5,0.039968013763427734,15250.0,0.19047164916992188,13071.5,0.1577908992767334,8267.5,0.07142066955566406,16618.0,0.03829693794250488,17400.5,0.160722017288208,3539.5,0.046715497970581055
4,9288.25,0.03867602348327637,15860.5,0.18733644485473633,17870.25,0.16465139389038086,11151.0,0.03827643394470215,17692.25,0.03806161880493164,16910.75,0.1492462158203125,3817.75,0.04594588279724121
5,9399.0,0.04019045829772949,15717.75,0.18059968948364258,16678.5,0.15836358070373535,11519.75,0.03860044479370117,17406.5,0.03868222236633301,17747.5,0.1458570957183838,3706.5,0.04698348045349121
6,8551.75,0.03911471366882324,15672.25,0.1887655258178711,13818.75,0.15718603134155273,11643.25,0.03869915008544922,14973.25,0.06302809715270996,15947.0,0.1470189094543457,3480.75,0.046167612075805664
7,8616.0,0.038550376892089844,15925.25,0.18640494346618652,15077.0,0.15886712074279785,11711.25,0.038431644439697266,13870.5,0.03827381134033203,14719.75,0.15106797218322754,3506.25,0.04596829414367676
8,10216.5,0.03882861137390137,17865.25,0.1922152042388916,14323.0,0.15460729598999023,11813.75,0.038095951080322266,14209.0,0.037308692932128906,15409.25,0.14683008193969727,3581.25,0.045790910720825195
9,10325.25,0.0385134220123291,14624.0,0.1865854263305664,17348.0,0.16785979270935059,11148.25,0.03929305076599121,17942.75,0.03832578659057617,18062.75,0.18190979957580566,3671.75,0.04584145545959473
10,10314.5,0.03896379470825195,17687.0,0.19015073776245117,15218.0,0.1583247184753418,11768.75,0.038526058197021484,16111.25,0.037456512451171875,15893.0,0.14386701583862305,3672.75,0.04616856575012207
11,8463.5,0.03993797302246094,15871.25,0.19607973098754883,15603.5,0.15557432174682617,9636.5,0.03925490379333496,14704.25,0.0379636287689209,16195.75,0.1463935375213623,3607.25,0.046080589294433594
12,8996.0,0.0389401912689209,15163.5,0.1794736385345459,18030.75,0.15957021713256836,11012.25,0.039617300033569336,16827.5,0.038384199142456055,17405.25,0.15419340133666992,3666.25,0.046270132064819336
13,10282.75,0.038571834564208984,16253.0,0.18509125709533691,15044.75,0.1575915813446045,11153.75,0.03936457633972168,13474.75,0.03819394111633301,15513.5,0.14671087265014648,3643.0,0.07342052459716797
14,10028.25,0.03899979591369629,15034.5,0.18449759483337402,14067.25,0.16251516342163086,10878.25,0.038570404052734375,15289.0,0.037247419357299805,16036.75,0.14674043655395508,3736.25,0.046036481857299805
15,10129.25,0.03908133506774902,15498.25,0.19123363494873047,15672.5,0.1605679988861084,10884.0,0.039421796798706055,16356.75,0.038134098052978516,17596.25,0.14464902877807617,3588.25,0.0462193489074707
16,9686.0,0.03888297080993652,15613.75,0.18622517585754395,15088.5,0.15751099586486816,11355.5,0.03853130340576172,15791.75,0.03866243362426758,18442.0,0.1555616855621338,3423.25,0.04623866081237793
17,8465.0,0.0391538143157959,13991.0,0.19173216819763184,16677.0,0.16178369522094727,10351.0,0.03891754150390625,15909.5,0.038724660873413086,18009.25,0.14989781379699707,3453.25,0.046718597412109375
18,9241.0,0.03798627853393555,15914.0,0.19454240798950195,17259.25,0.15933895111083984,11100.25,0.03846883773803711,15343.0,0.03798246383666992,17515.0,0.1461479663848877,3827.5,0.04593324661254883
19,8399.25,0.038915157318115234,15678.25,0.1844637393951416,14561.5,0.1611313819885254,10147.0,0.03907656669616699,14640.25,0.038503408432006836,15059.5,0.14835572242736816,3536.0,0.04617571830749512
20,8841.5,0.07085824012756348,17346.0,0.18638014793395996,14690.25,0.1591503620147705,11573.0,0.038532257080078125,17497.5,0.038089752197265625,18616.75,0.15995335578918457,3537.5,0.046575069427490234
21,10255.75,0.03883790969848633,16237.75,0.18912506103515625,15169.0,0.16730237007141113,9821.5,0.038274288177490234,15476.0,0.03748607635498047,17406.75,0.14372992515563965,3679.5,0.04614734649658203
22,8089.5,0.03936409950256348,16779.75,0.20017027854919434,15289.75,0.159165620803833,11101.5,0.0377960205078125,14878.25,0.03835582733154297,15290.75,0.14672136306762695,3281.25,0.04673147201538086
23,9263.5,0.03914594650268555,16924.0,0.21897292137145996,15426.5,0.15843653678894043,9614.5,0.03874611854553223,17244.75,0.03761935234069824,20082.25,0.16047954559326172,3632.75,0.0459904670715332
24,11798.5,0.03944277763366699,17866.75,0.1862494945526123,15900.0,0.15973734855651855,10523.75,0.03827953338623047,14591.25,0.03755950927734375,17300.25,0.15012407302856445,3546.75,0.046600341796875
25,9102.75,0.03939962387084961,14423.75,0.17805910110473633,14641.5,0.16067194938659668,11556.75,0.03907299041748047,14527.0,0.038359880447387695,14487.75,0.1463623046875,3454.0,0.046346187591552734
26,7430.0,0.03892803192138672,13959.0,0.18761920928955078,13564.0,0.18718504905700684,12306.25,0.038376808166503906,13945.0,0.03720498085021973,15516.5,0.1513655185699463,3637.75,0.04648184776306152
27,8983.75,0.03938889503479004,16085.5,0.1895432472229004,17607.0,0.16091370582580566,10823.5,0.03936505317687988,15724.75,0.038047075271606445,18325.75,0.1478731632232666,3490.75,0.046567678451538086
28,8250.25,0.03808736801147461,17832.75,0.19601202011108398,14273.5,0.1564040184020996,11815.0,0.03898477554321289,14724.25,0.03859901428222656,15578.0,0.15122079849243164,3310.25,0.04628610610961914
29,10359.0,0.03917241096496582,14365.25,0.18194150924682617,17706.75,0.15867900848388672,10224.5,0.03899073600769043,16794.5,0.036995887756347656,17073.25,0.142608642578125,3673.25,0.04634809494018555
30,9757.75,0.03741884231567383,18539.75,0.1906297206878662,17027.75,0.16068148612976074,10094.5,0.07119488716125488,16311.75,0.03850674629211426,17943.0,0.15089678764343262,3484.75,0.046135902404785156
31,8148.0,0.03925490379333496,17223.25,0.18670082092285156,14721.0,0.16132760047912598,9924.25,0.03844857215881348,16194.25,0.037360191345214844,16921.25,0.14502882957458496,3771.5,0.04598689079284668
