Instance,Makespan,Time
0,3098.25,6.365201950073242
1,3171.25,5.52888560295105
2,2996.25,5.477018594741821
3,3011.25,5.507967233657837
4,2875.0,5.499253988265991
5,3001.0,5.504055976867676
6,2947.5,5.552507400512695
7,3179.75,5.504638671875
8,3208.5,5.474724292755127
9,3109.25,4.77028226852417
10,3063.25,4.728983640670776
11,2933.25,4.7642011642456055
12,2883.0,4.756606340408325
13,3276.25,4.715163469314575
14,2963.75,4.735872030258179
15,3219.75,4.771358489990234
16,3000.0,4.754276990890503
17,3201.5,4.741650104522705
18,2994.5,4.729571342468262
19,2713.5,4.74226188659668
20,3152.25,4.713416576385498
21,3294.75,4.71669602394104
22,2672.0,5.374410629272461
23,3193.5,5.295660734176636
24,3117.5,5.289544343948364
25,3073.5,5.31817364692688
26,3061.25,5.356172800064087
27,3072.25,5.39331579208374
28,3234.25,5.312455177307129
29,3208.75,5.39160418510437
30,3169.75,5.32361102104187
31,2952.25,5.2892022132873535
32,3086.0,5.400979042053223
33,3161.75,5.339301824569702
34,3021.75,5.28944206237793
35,3206.25,5.297135353088379
36,3173.0,5.295946359634399
37,3192.75,5.299482107162476
38,3026.75,5.329021692276001
39,3057.5,5.307693719863892
40,2977.0,5.338085412979126
41,3536.25,5.3697075843811035
42,2957.75,5.333682060241699
43,3113.25,5.341439723968506
44,3408.75,5.3118321895599365
45,3243.0,5.287911415100098
46,2796.0,5.311016321182251
47,2890.0,5.289033651351929
48,3019.25,5.289809465408325
49,2987.75,5.328071355819702
